patch_mask8\origin\hist01\image1.mha patch_mask8\label01\image1.mha
patch_mask8\origin\hist07\image119.mha patch_mask8\label07\image119.mha
patch_mask8\origin\hist07\image120.mha patch_mask8\label07\image120.mha
patch_mask8\origin\hist07\image121.mha patch_mask8\label07\image121.mha
patch_mask8\origin\hist07\image122.mha patch_mask8\label07\image122.mha
patch_mask8\origin\hist07\image123.mha patch_mask8\label07\image123.mha
patch_mask8\origin\hist07\image124.mha patch_mask8\label07\image124.mha
patch_mask8\origin\hist07\image125.mha patch_mask8\label07\image125.mha
patch_mask8\origin\hist07\image126.mha patch_mask8\label07\image126.mha
patch_mask8\origin\hist07\image127.mha patch_mask8\label07\image127.mha
patch_mask8\origin\hist07\image128.mha patch_mask8\label07\image128.mha
patch_mask8\origin\hist07\image129.mha patch_mask8\label07\image129.mha
patch_mask8\origin\hist07\image130.mha patch_mask8\label07\image130.mha
patch_mask8\origin\hist07\image131.mha patch_mask8\label07\image131.mha
patch_mask8\origin\hist07\image132.mha patch_mask8\label07\image132.mha
patch_mask8\origin\hist07\image133.mha patch_mask8\label07\image133.mha
patch_mask8\origin\hist07\image134.mha patch_mask8\label07\image134.mha
patch_mask8\origin\hist07\image135.mha patch_mask8\label07\image135.mha
patch_mask8\origin\hist07\image136.mha patch_mask8\label07\image136.mha
patch_mask8\origin\hist07\image137.mha patch_mask8\label07\image137.mha
patch_mask8\origin\hist08\image1.mha patch_mask8\label08\image1.mha
patch_mask8\origin\hist08\image2.mha patch_mask8\label08\image2.mha
patch_mask8\origin\hist08\image3.mha patch_mask8\label08\image3.mha
patch_mask8\origin\hist08\image4.mha patch_mask8\label08\image4.mha
patch_mask8\origin\hist08\image5.mha patch_mask8\label08\image5.mha
patch_mask8\origin\hist08\image6.mha patch_mask8\label08\image6.mha
patch_mask8\origin\hist08\image7.mha patch_mask8\label08\image7.mha
patch_mask8\origin\hist08\image8.mha patch_mask8\label08\image8.mha
patch_mask8\origin\hist08\image9.mha patch_mask8\label08\image9.mha
patch_mask8\origin\hist08\image10.mha patch_mask8\label08\image10.mha
patch_mask8\origin\hist08\image11.mha patch_mask8\label08\image11.mha
patch_mask8\origin\hist08\image12.mha patch_mask8\label08\image12.mha
patch_mask8\origin\hist08\image13.mha patch_mask8\label08\image13.mha
patch_mask8\origin\hist08\image14.mha patch_mask8\label08\image14.mha
patch_mask8\origin\hist08\image15.mha patch_mask8\label08\image15.mha
patch_mask8\origin\hist08\image16.mha patch_mask8\label08\image16.mha
patch_mask8\origin\hist08\image17.mha patch_mask8\label08\image17.mha
patch_mask8\origin\hist08\image18.mha patch_mask8\label08\image18.mha
patch_mask8\origin\hist08\image19.mha patch_mask8\label08\image19.mha
patch_mask8\origin\hist08\image20.mha patch_mask8\label08\image20.mha
patch_mask8\origin\hist08\image21.mha patch_mask8\label08\image21.mha
patch_mask8\origin\hist08\image22.mha patch_mask8\label08\image22.mha
patch_mask8\origin\hist08\image23.mha patch_mask8\label08\image23.mha
patch_mask8\origin\hist08\image24.mha patch_mask8\label08\image24.mha
patch_mask8\origin\hist08\image25.mha patch_mask8\label08\image25.mha
patch_mask8\origin\hist08\image26.mha patch_mask8\label08\image26.mha
patch_mask8\origin\hist08\image27.mha patch_mask8\label08\image27.mha
patch_mask8\origin\hist08\image28.mha patch_mask8\label08\image28.mha
patch_mask8\origin\hist08\image29.mha patch_mask8\label08\image29.mha
patch_mask8\origin\hist08\image30.mha patch_mask8\label08\image30.mha
patch_mask8\origin\hist08\image31.mha patch_mask8\label08\image31.mha
patch_mask8\origin\hist08\image32.mha patch_mask8\label08\image32.mha
patch_mask8\origin\hist08\image33.mha patch_mask8\label08\image33.mha
patch_mask8\origin\hist08\image34.mha patch_mask8\label08\image34.mha
patch_mask8\origin\hist08\image35.mha patch_mask8\label08\image35.mha
patch_mask8\origin\hist08\image36.mha patch_mask8\label08\image36.mha
patch_mask8\origin\hist08\image37.mha patch_mask8\label08\image37.mha
patch_mask8\origin\hist08\image38.mha patch_mask8\label08\image38.mha
patch_mask8\origin\hist08\image39.mha patch_mask8\label08\image39.mha
patch_mask8\origin\hist08\image40.mha patch_mask8\label08\image40.mha
patch_mask8\origin\hist08\image41.mha patch_mask8\label08\image41.mha
patch_mask8\origin\hist08\image42.mha patch_mask8\label08\image42.mha
patch_mask8\origin\hist08\image43.mha patch_mask8\label08\image43.mha
patch_mask8\origin\hist08\image44.mha patch_mask8\label08\image44.mha
patch_mask8\origin\hist08\image45.mha patch_mask8\label08\image45.mha
patch_mask8\origin\hist08\image46.mha patch_mask8\label08\image46.mha
patch_mask8\origin\hist08\image47.mha patch_mask8\label08\image47.mha
patch_mask8\origin\hist08\image48.mha patch_mask8\label08\image48.mha
patch_mask8\origin\hist08\image49.mha patch_mask8\label08\image49.mha
patch_mask8\origin\hist08\image50.mha patch_mask8\label08\image50.mha
patch_mask8\origin\hist08\image51.mha patch_mask8\label08\image51.mha
patch_mask8\origin\hist08\image52.mha patch_mask8\label08\image52.mha
patch_mask8\origin\hist08\image53.mha patch_mask8\label08\image53.mha
patch_mask8\origin\hist08\image54.mha patch_mask8\label08\image54.mha
patch_mask8\origin\hist08\image55.mha patch_mask8\label08\image55.mha
patch_mask8\origin\hist08\image56.mha patch_mask8\label08\image56.mha
patch_mask8\origin\hist08\image57.mha patch_mask8\label08\image57.mha
patch_mask8\origin\hist08\image58.mha patch_mask8\label08\image58.mha
patch_mask8\origin\hist08\image59.mha patch_mask8\label08\image59.mha
patch_mask8\origin\hist08\image60.mha patch_mask8\label08\image60.mha
patch_mask8\origin\hist08\image61.mha patch_mask8\label08\image61.mha
patch_mask8\origin\hist08\image62.mha patch_mask8\label08\image62.mha
patch_mask8\origin\hist08\image63.mha patch_mask8\label08\image63.mha
patch_mask8\origin\hist08\image64.mha patch_mask8\label08\image64.mha
patch_mask8\origin\hist08\image65.mha patch_mask8\label08\image65.mha
patch_mask8\origin\hist08\image66.mha patch_mask8\label08\image66.mha
patch_mask8\origin\hist08\image67.mha patch_mask8\label08\image67.mha
patch_mask8\origin\hist08\image68.mha patch_mask8\label08\image68.mha
patch_mask8\origin\hist08\image69.mha patch_mask8\label08\image69.mha
patch_mask8\origin\hist08\image70.mha patch_mask8\label08\image70.mha
patch_mask8\origin\hist08\image71.mha patch_mask8\label08\image71.mha
patch_mask8\origin\hist08\image72.mha patch_mask8\label08\image72.mha
patch_mask8\origin\hist08\image73.mha patch_mask8\label08\image73.mha
patch_mask8\origin\hist08\image74.mha patch_mask8\label08\image74.mha
patch_mask8\origin\hist08\image75.mha patch_mask8\label08\image75.mha
patch_mask8\origin\hist08\image76.mha patch_mask8\label08\image76.mha
patch_mask8\origin\hist08\image77.mha patch_mask8\label08\image77.mha
patch_mask8\origin\hist08\image78.mha patch_mask8\label08\image78.mha
patch_mask8\origin\hist08\image79.mha patch_mask8\label08\image79.mha
patch_mask8\origin\hist08\image80.mha patch_mask8\label08\image80.mha
patch_mask8\origin\hist08\image81.mha patch_mask8\label08\image81.mha
patch_mask8\origin\hist08\image82.mha patch_mask8\label08\image82.mha
patch_mask8\origin\hist08\image83.mha patch_mask8\label08\image83.mha
patch_mask8\origin\hist08\image84.mha patch_mask8\label08\image84.mha
patch_mask8\origin\hist08\image85.mha patch_mask8\label08\image85.mha
patch_mask8\origin\hist08\image86.mha patch_mask8\label08\image86.mha
patch_mask8\origin\hist08\image87.mha patch_mask8\label08\image87.mha
patch_mask8\origin\hist08\image88.mha patch_mask8\label08\image88.mha
patch_mask8\origin\hist08\image89.mha patch_mask8\label08\image89.mha
patch_mask8\origin\hist08\image90.mha patch_mask8\label08\image90.mha
patch_mask8\origin\hist09\image1.mha patch_mask8\label09\image1.mha
patch_mask8\origin\hist09\image2.mha patch_mask8\label09\image2.mha
patch_mask8\origin\hist09\image3.mha patch_mask8\label09\image3.mha
patch_mask8\origin\hist09\image4.mha patch_mask8\label09\image4.mha
patch_mask8\origin\hist09\image5.mha patch_mask8\label09\image5.mha
patch_mask8\origin\hist09\image6.mha patch_mask8\label09\image6.mha
patch_mask8\origin\hist09\image7.mha patch_mask8\label09\image7.mha
patch_mask8\origin\hist09\image8.mha patch_mask8\label09\image8.mha
patch_mask8\origin\hist09\image9.mha patch_mask8\label09\image9.mha
patch_mask8\origin\hist09\image10.mha patch_mask8\label09\image10.mha
patch_mask8\origin\hist09\image11.mha patch_mask8\label09\image11.mha
patch_mask8\origin\hist09\image12.mha patch_mask8\label09\image12.mha
patch_mask8\origin\hist09\image13.mha patch_mask8\label09\image13.mha
patch_mask8\origin\hist09\image14.mha patch_mask8\label09\image14.mha
patch_mask8\origin\hist09\image15.mha patch_mask8\label09\image15.mha
patch_mask8\origin\hist09\image16.mha patch_mask8\label09\image16.mha
patch_mask8\origin\hist09\image17.mha patch_mask8\label09\image17.mha
patch_mask8\origin\hist09\image18.mha patch_mask8\label09\image18.mha
patch_mask8\origin\hist09\image19.mha patch_mask8\label09\image19.mha
patch_mask8\origin\hist09\image20.mha patch_mask8\label09\image20.mha
patch_mask8\origin\hist09\image21.mha patch_mask8\label09\image21.mha
patch_mask8\origin\hist09\image22.mha patch_mask8\label09\image22.mha
patch_mask8\origin\hist09\image23.mha patch_mask8\label09\image23.mha
patch_mask8\origin\hist09\image24.mha patch_mask8\label09\image24.mha
patch_mask8\origin\hist09\image25.mha patch_mask8\label09\image25.mha
patch_mask8\origin\hist09\image26.mha patch_mask8\label09\image26.mha
patch_mask8\origin\hist09\image27.mha patch_mask8\label09\image27.mha
patch_mask8\origin\hist09\image28.mha patch_mask8\label09\image28.mha
patch_mask8\origin\hist09\image29.mha patch_mask8\label09\image29.mha
patch_mask8\origin\hist09\image30.mha patch_mask8\label09\image30.mha
patch_mask8\origin\hist09\image31.mha patch_mask8\label09\image31.mha
patch_mask8\origin\hist09\image32.mha patch_mask8\label09\image32.mha
patch_mask8\origin\hist09\image33.mha patch_mask8\label09\image33.mha
patch_mask8\origin\hist09\image34.mha patch_mask8\label09\image34.mha
patch_mask8\origin\hist09\image35.mha patch_mask8\label09\image35.mha
patch_mask8\origin\hist09\image36.mha patch_mask8\label09\image36.mha
patch_mask8\origin\hist09\image37.mha patch_mask8\label09\image37.mha
patch_mask8\origin\hist09\image38.mha patch_mask8\label09\image38.mha
patch_mask8\origin\hist09\image39.mha patch_mask8\label09\image39.mha
patch_mask8\origin\hist09\image40.mha patch_mask8\label09\image40.mha
patch_mask8\origin\hist09\image41.mha patch_mask8\label09\image41.mha
patch_mask8\origin\hist09\image42.mha patch_mask8\label09\image42.mha
patch_mask8\origin\hist09\image43.mha patch_mask8\label09\image43.mha
patch_mask8\origin\hist09\image44.mha patch_mask8\label09\image44.mha
patch_mask8\origin\hist09\image45.mha patch_mask8\label09\image45.mha
patch_mask8\origin\hist09\image46.mha patch_mask8\label09\image46.mha
patch_mask8\origin\hist09\image47.mha patch_mask8\label09\image47.mha
patch_mask8\origin\hist09\image48.mha patch_mask8\label09\image48.mha
patch_mask8\origin\hist09\image49.mha patch_mask8\label09\image49.mha
patch_mask8\origin\hist09\image50.mha patch_mask8\label09\image50.mha
patch_mask8\origin\hist09\image51.mha patch_mask8\label09\image51.mha
patch_mask8\origin\hist09\image52.mha patch_mask8\label09\image52.mha
patch_mask8\origin\hist09\image53.mha patch_mask8\label09\image53.mha
patch_mask8\origin\hist09\image54.mha patch_mask8\label09\image54.mha
patch_mask8\origin\hist09\image55.mha patch_mask8\label09\image55.mha
patch_mask8\origin\hist09\image56.mha patch_mask8\label09\image56.mha
patch_mask8\origin\hist09\image57.mha patch_mask8\label09\image57.mha
patch_mask8\origin\hist09\image58.mha patch_mask8\label09\image58.mha
patch_mask8\origin\hist09\image59.mha patch_mask8\label09\image59.mha
patch_mask8\origin\hist09\image60.mha patch_mask8\label09\image60.mha
patch_mask8\origin\hist09\image61.mha patch_mask8\label09\image61.mha
patch_mask8\origin\hist09\image62.mha patch_mask8\label09\image62.mha
patch_mask8\origin\hist09\image63.mha patch_mask8\label09\image63.mha
patch_mask8\origin\hist09\image64.mha patch_mask8\label09\image64.mha
patch_mask8\origin\hist09\image65.mha patch_mask8\label09\image65.mha
patch_mask8\origin\hist09\image66.mha patch_mask8\label09\image66.mha
patch_mask8\origin\hist09\image67.mha patch_mask8\label09\image67.mha
patch_mask8\origin\hist09\image68.mha patch_mask8\label09\image68.mha
patch_mask8\origin\hist09\image69.mha patch_mask8\label09\image69.mha
patch_mask8\origin\hist09\image70.mha patch_mask8\label09\image70.mha
patch_mask8\origin\hist09\image71.mha patch_mask8\label09\image71.mha
patch_mask8\origin\hist09\image72.mha patch_mask8\label09\image72.mha
patch_mask8\origin\hist09\image73.mha patch_mask8\label09\image73.mha
patch_mask8\origin\hist09\image74.mha patch_mask8\label09\image74.mha
patch_mask8\origin\hist09\image75.mha patch_mask8\label09\image75.mha
patch_mask8\origin\hist09\image76.mha patch_mask8\label09\image76.mha
patch_mask8\origin\hist09\image77.mha patch_mask8\label09\image77.mha
patch_mask8\origin\hist09\image78.mha patch_mask8\label09\image78.mha
patch_mask8\origin\hist09\image79.mha patch_mask8\label09\image79.mha
patch_mask8\origin\hist09\image80.mha patch_mask8\label09\image80.mha
patch_mask8\origin\hist09\image81.mha patch_mask8\label09\image81.mha
patch_mask8\origin\hist09\image82.mha patch_mask8\label09\image82.mha
patch_mask8\origin\hist09\image83.mha patch_mask8\label09\image83.mha
patch_mask8\origin\hist09\image84.mha patch_mask8\label09\image84.mha
patch_mask8\origin\hist09\image85.mha patch_mask8\label09\image85.mha
patch_mask8\origin\hist09\image86.mha patch_mask8\label09\image86.mha
patch_mask8\origin\hist09\image87.mha patch_mask8\label09\image87.mha
patch_mask8\origin\hist09\image88.mha patch_mask8\label09\image88.mha
patch_mask8\origin\hist09\image89.mha patch_mask8\label09\image89.mha
patch_mask8\origin\hist09\image90.mha patch_mask8\label09\image90.mha
patch_mask8\origin\hist09\image91.mha patch_mask8\label09\image91.mha
patch_mask8\origin\hist09\image92.mha patch_mask8\label09\image92.mha
patch_mask8\origin\hist09\image93.mha patch_mask8\label09\image93.mha
patch_mask8\origin\hist09\image94.mha patch_mask8\label09\image94.mha
patch_mask8\origin\hist09\image95.mha patch_mask8\label09\image95.mha
patch_mask8\origin\hist09\image96.mha patch_mask8\label09\image96.mha
patch_mask8\origin\hist09\image97.mha patch_mask8\label09\image97.mha
patch_mask8\origin\hist09\image98.mha patch_mask8\label09\image98.mha
patch_mask8\origin\hist09\image99.mha patch_mask8\label09\image99.mha
patch_mask8\origin\hist09\image100.mha patch_mask8\label09\image100.mha
patch_mask8\origin\hist09\image101.mha patch_mask8\label09\image101.mha
patch_mask8\origin\hist09\image102.mha patch_mask8\label09\image102.mha
patch_mask8\origin\hist09\image103.mha patch_mask8\label09\image103.mha
patch_mask8\origin\hist09\image104.mha patch_mask8\label09\image104.mha
patch_mask8\origin\hist09\image105.mha patch_mask8\label09\image105.mha
patch_mask8\origin\hist09\image106.mha patch_mask8\label09\image106.mha
patch_mask8\origin\hist09\image107.mha patch_mask8\label09\image107.mha
patch_mask8\origin\hist09\image108.mha patch_mask8\label09\image108.mha
patch_mask8\origin\hist09\image109.mha patch_mask8\label09\image109.mha
patch_mask8\origin\hist09\image110.mha patch_mask8\label09\image110.mha
patch_mask8\origin\hist09\image111.mha patch_mask8\label09\image111.mha
patch_mask8\origin\hist09\image112.mha patch_mask8\label09\image112.mha
patch_mask8\origin\hist09\image113.mha patch_mask8\label09\image113.mha
patch_mask8\origin\hist09\image114.mha patch_mask8\label09\image114.mha
patch_mask8\origin\hist09\image115.mha patch_mask8\label09\image115.mha
patch_mask8\origin\hist09\image116.mha patch_mask8\label09\image116.mha
patch_mask8\origin\hist09\image117.mha patch_mask8\label09\image117.mha
patch_mask8\origin\hist09\image118.mha patch_mask8\label09\image118.mha
patch_mask8\origin\hist09\image119.mha patch_mask8\label09\image119.mha
patch_mask8\origin\hist09\image120.mha patch_mask8\label09\image120.mha
patch_mask8\origin\hist09\image121.mha patch_mask8\label09\image121.mha
patch_mask8\origin\hist09\image122.mha patch_mask8\label09\image122.mha
patch_mask8\origin\hist09\image123.mha patch_mask8\label09\image123.mha
patch_mask8\origin\hist09\image124.mha patch_mask8\label09\image124.mha
patch_mask8\origin\hist09\image125.mha patch_mask8\label09\image125.mha
patch_mask8\origin\hist09\image126.mha patch_mask8\label09\image126.mha
patch_mask8\origin\hist09\image127.mha patch_mask8\label09\image127.mha
patch_mask8\origin\hist09\image128.mha patch_mask8\label09\image128.mha
patch_mask8\origin\hist09\image129.mha patch_mask8\label09\image129.mha
patch_mask8\origin\hist09\image130.mha patch_mask8\label09\image130.mha
patch_mask8\origin\hist09\image131.mha patch_mask8\label09\image131.mha
patch_mask8\origin\hist09\image132.mha patch_mask8\label09\image132.mha
patch_mask8\origin\hist09\image133.mha patch_mask8\label09\image133.mha
patch_mask8\origin\hist09\image134.mha patch_mask8\label09\image134.mha
patch_mask8\origin\hist09\image135.mha patch_mask8\label09\image135.mha
patch_mask8\origin\hist09\image136.mha patch_mask8\label09\image136.mha
patch_mask8\origin\hist09\image137.mha patch_mask8\label09\image137.mha
patch_mask8\origin\hist09\image138.mha patch_mask8\label09\image138.mha
patch_mask8\origin\hist09\image139.mha patch_mask8\label09\image139.mha
patch_mask8\origin\hist09\image140.mha patch_mask8\label09\image140.mha
patch_mask8\origin\hist09\image141.mha patch_mask8\label09\image141.mha
patch_mask8\origin\hist09\image142.mha patch_mask8\label09\image142.mha
patch_mask8\origin\hist09\image143.mha patch_mask8\label09\image143.mha
patch_mask8\origin\hist09\image144.mha patch_mask8\label09\image144.mha
patch_mask8\origin\hist09\image145.mha patch_mask8\label09\image145.mha
patch_mask8\origin\hist09\image146.mha patch_mask8\label09\image146.mha
patch_mask8\origin\hist09\image147.mha patch_mask8\label09\image147.mha
patch_mask8\origin\hist09\image148.mha patch_mask8\label09\image148.mha
patch_mask8\origin\hist09\image149.mha patch_mask8\label09\image149.mha
patch_mask8\origin\hist09\image150.mha patch_mask8\label09\image150.mha
patch_mask8\origin\hist09\image151.mha patch_mask8\label09\image151.mha
patch_mask8\origin\hist09\image152.mha patch_mask8\label09\image152.mha
patch_mask8\origin\hist09\image153.mha patch_mask8\label09\image153.mha
patch_mask8\origin\hist09\image154.mha patch_mask8\label09\image154.mha
patch_mask8\origin\hist09\image155.mha patch_mask8\label09\image155.mha
patch_mask8\origin\hist09\image156.mha patch_mask8\label09\image156.mha
patch_mask8\origin\hist09\image157.mha patch_mask8\label09\image157.mha
patch_mask8\origin\hist09\image158.mha patch_mask8\label09\image158.mha
patch_mask8\origin\hist09\image159.mha patch_mask8\label09\image159.mha
patch_mask8\origin\hist09\image160.mha patch_mask8\label09\image160.mha
patch_mask8\origin\hist09\image161.mha patch_mask8\label09\image161.mha
patch_mask8\origin\hist09\image162.mha patch_mask8\label09\image162.mha
patch_mask8\origin\hist09\image163.mha patch_mask8\label09\image163.mha
patch_mask8\origin\hist10\image1.mha patch_mask8\label10\image1.mha
patch_mask8\origin\hist10\image2.mha patch_mask8\label10\image2.mha
patch_mask8\origin\hist10\image3.mha patch_mask8\label10\image3.mha
patch_mask8\origin\hist10\image4.mha patch_mask8\label10\image4.mha
patch_mask8\origin\hist10\image5.mha patch_mask8\label10\image5.mha
patch_mask8\origin\hist10\image6.mha patch_mask8\label10\image6.mha
patch_mask8\origin\hist10\image7.mha patch_mask8\label10\image7.mha
patch_mask8\origin\hist10\image8.mha patch_mask8\label10\image8.mha
patch_mask8\origin\hist10\image9.mha patch_mask8\label10\image9.mha
patch_mask8\origin\hist10\image10.mha patch_mask8\label10\image10.mha
patch_mask8\origin\hist10\image11.mha patch_mask8\label10\image11.mha
patch_mask8\origin\hist10\image12.mha patch_mask8\label10\image12.mha
patch_mask8\origin\hist10\image13.mha patch_mask8\label10\image13.mha
patch_mask8\origin\hist10\image14.mha patch_mask8\label10\image14.mha
patch_mask8\origin\hist10\image15.mha patch_mask8\label10\image15.mha
patch_mask8\origin\hist10\image16.mha patch_mask8\label10\image16.mha
patch_mask8\origin\hist10\image17.mha patch_mask8\label10\image17.mha
patch_mask8\origin\hist10\image18.mha patch_mask8\label10\image18.mha
patch_mask8\origin\hist10\image19.mha patch_mask8\label10\image19.mha
patch_mask8\origin\hist10\image20.mha patch_mask8\label10\image20.mha
patch_mask8\origin\hist10\image21.mha patch_mask8\label10\image21.mha
patch_mask8\origin\hist10\image22.mha patch_mask8\label10\image22.mha
patch_mask8\origin\hist10\image23.mha patch_mask8\label10\image23.mha
patch_mask8\origin\hist10\image24.mha patch_mask8\label10\image24.mha
patch_mask8\origin\hist10\image25.mha patch_mask8\label10\image25.mha
patch_mask8\origin\hist10\image26.mha patch_mask8\label10\image26.mha
patch_mask8\origin\hist10\image27.mha patch_mask8\label10\image27.mha
patch_mask8\origin\hist10\image28.mha patch_mask8\label10\image28.mha
patch_mask8\origin\hist10\image29.mha patch_mask8\label10\image29.mha
patch_mask8\origin\hist10\image30.mha patch_mask8\label10\image30.mha
patch_mask8\origin\hist10\image31.mha patch_mask8\label10\image31.mha
patch_mask8\origin\hist10\image32.mha patch_mask8\label10\image32.mha
patch_mask8\origin\hist10\image33.mha patch_mask8\label10\image33.mha
patch_mask8\origin\hist10\image34.mha patch_mask8\label10\image34.mha
patch_mask8\origin\hist10\image35.mha patch_mask8\label10\image35.mha
patch_mask8\origin\hist10\image36.mha patch_mask8\label10\image36.mha
patch_mask8\origin\hist10\image37.mha patch_mask8\label10\image37.mha
patch_mask8\origin\hist10\image38.mha patch_mask8\label10\image38.mha
patch_mask8\origin\hist10\image39.mha patch_mask8\label10\image39.mha
patch_mask8\origin\hist10\image40.mha patch_mask8\label10\image40.mha
patch_mask8\origin\hist10\image41.mha patch_mask8\label10\image41.mha
patch_mask8\origin\hist10\image42.mha patch_mask8\label10\image42.mha
patch_mask8\origin\hist10\image43.mha patch_mask8\label10\image43.mha
patch_mask8\origin\hist10\image44.mha patch_mask8\label10\image44.mha
patch_mask8\origin\hist10\image45.mha patch_mask8\label10\image45.mha
patch_mask8\origin\hist10\image46.mha patch_mask8\label10\image46.mha
patch_mask8\origin\hist10\image47.mha patch_mask8\label10\image47.mha
patch_mask8\origin\hist10\image48.mha patch_mask8\label10\image48.mha
patch_mask8\origin\hist10\image49.mha patch_mask8\label10\image49.mha
patch_mask8\origin\hist10\image50.mha patch_mask8\label10\image50.mha
patch_mask8\origin\hist10\image51.mha patch_mask8\label10\image51.mha
patch_mask8\origin\hist10\image52.mha patch_mask8\label10\image52.mha
patch_mask8\origin\hist10\image53.mha patch_mask8\label10\image53.mha
patch_mask8\origin\hist10\image54.mha patch_mask8\label10\image54.mha
patch_mask8\origin\hist10\image55.mha patch_mask8\label10\image55.mha
patch_mask8\origin\hist10\image56.mha patch_mask8\label10\image56.mha
patch_mask8\origin\hist10\image57.mha patch_mask8\label10\image57.mha
patch_mask8\origin\hist10\image58.mha patch_mask8\label10\image58.mha
patch_mask8\origin\hist10\image59.mha patch_mask8\label10\image59.mha
patch_mask8\origin\hist10\image60.mha patch_mask8\label10\image60.mha
patch_mask8\origin\hist10\image61.mha patch_mask8\label10\image61.mha
patch_mask8\origin\hist10\image62.mha patch_mask8\label10\image62.mha
patch_mask8\origin\hist10\image63.mha patch_mask8\label10\image63.mha
patch_mask8\origin\hist10\image64.mha patch_mask8\label10\image64.mha
patch_mask8\origin\hist10\image65.mha patch_mask8\label10\image65.mha
patch_mask8\origin\hist10\image66.mha patch_mask8\label10\image66.mha
patch_mask8\origin\hist10\image67.mha patch_mask8\label10\image67.mha
patch_mask8\origin\hist10\image68.mha patch_mask8\label10\image68.mha
patch_mask8\origin\hist10\image69.mha patch_mask8\label10\image69.mha
patch_mask8\origin\hist10\image70.mha patch_mask8\label10\image70.mha
patch_mask8\origin\hist10\image71.mha patch_mask8\label10\image71.mha
patch_mask8\origin\hist10\image72.mha patch_mask8\label10\image72.mha
patch_mask8\origin\hist10\image73.mha patch_mask8\label10\image73.mha
patch_mask8\origin\hist10\image74.mha patch_mask8\label10\image74.mha
patch_mask8\origin\hist10\image75.mha patch_mask8\label10\image75.mha
patch_mask8\origin\hist10\image76.mha patch_mask8\label10\image76.mha
patch_mask8\origin\hist10\image77.mha patch_mask8\label10\image77.mha
patch_mask8\origin\hist10\image78.mha patch_mask8\label10\image78.mha
patch_mask8\origin\hist10\image79.mha patch_mask8\label10\image79.mha
patch_mask8\origin\hist10\image80.mha patch_mask8\label10\image80.mha
patch_mask8\origin\hist10\image81.mha patch_mask8\label10\image81.mha
patch_mask8\origin\hist10\image82.mha patch_mask8\label10\image82.mha
patch_mask8\origin\hist10\image83.mha patch_mask8\label10\image83.mha
patch_mask8\origin\hist10\image84.mha patch_mask8\label10\image84.mha
patch_mask8\origin\hist10\image85.mha patch_mask8\label10\image85.mha
patch_mask8\origin\hist10\image86.mha patch_mask8\label10\image86.mha
patch_mask8\origin\hist10\image87.mha patch_mask8\label10\image87.mha
patch_mask8\origin\hist10\image88.mha patch_mask8\label10\image88.mha
patch_mask8\origin\hist10\image89.mha patch_mask8\label10\image89.mha
patch_mask8\origin\hist10\image90.mha patch_mask8\label10\image90.mha
patch_mask8\origin\hist10\image91.mha patch_mask8\label10\image91.mha
patch_mask8\origin\hist10\image92.mha patch_mask8\label10\image92.mha
patch_mask8\origin\hist10\image93.mha patch_mask8\label10\image93.mha
patch_mask8\origin\hist10\image94.mha patch_mask8\label10\image94.mha
patch_mask8\origin\hist10\image95.mha patch_mask8\label10\image95.mha
patch_mask8\origin\hist10\image96.mha patch_mask8\label10\image96.mha
patch_mask8\origin\hist10\image97.mha patch_mask8\label10\image97.mha
patch_mask8\origin\hist10\image98.mha patch_mask8\label10\image98.mha
patch_mask8\origin\hist10\image99.mha patch_mask8\label10\image99.mha
patch_mask8\origin\hist10\image100.mha patch_mask8\label10\image100.mha
patch_mask8\origin\hist10\image101.mha patch_mask8\label10\image101.mha
patch_mask8\origin\hist10\image102.mha patch_mask8\label10\image102.mha
patch_mask8\origin\hist10\image103.mha patch_mask8\label10\image103.mha
patch_mask8\origin\hist10\image104.mha patch_mask8\label10\image104.mha
patch_mask8\origin\hist10\image105.mha patch_mask8\label10\image105.mha
patch_mask8\origin\hist10\image106.mha patch_mask8\label10\image106.mha
patch_mask8\origin\hist10\image107.mha patch_mask8\label10\image107.mha
patch_mask8\origin\hist10\image108.mha patch_mask8\label10\image108.mha
patch_mask8\origin\hist21\image1.mha patch_mask8\label21\image1.mha
patch_mask8\origin\hist21\image2.mha patch_mask8\label21\image2.mha
patch_mask8\origin\hist21\image3.mha patch_mask8\label21\image3.mha
patch_mask8\origin\hist21\image4.mha patch_mask8\label21\image4.mha
patch_mask8\origin\hist21\image5.mha patch_mask8\label21\image5.mha
patch_mask8\origin\hist21\image6.mha patch_mask8\label21\image6.mha
patch_mask8\origin\hist21\image7.mha patch_mask8\label21\image7.mha
patch_mask8\origin\hist21\image8.mha patch_mask8\label21\image8.mha
patch_mask8\origin\hist21\image9.mha patch_mask8\label21\image9.mha
patch_mask8\origin\hist21\image10.mha patch_mask8\label21\image10.mha
patch_mask8\origin\hist21\image11.mha patch_mask8\label21\image11.mha
patch_mask8\origin\hist21\image12.mha patch_mask8\label21\image12.mha
patch_mask8\origin\hist21\image13.mha patch_mask8\label21\image13.mha
patch_mask8\origin\hist21\image14.mha patch_mask8\label21\image14.mha
patch_mask8\origin\hist21\image15.mha patch_mask8\label21\image15.mha
patch_mask8\origin\hist21\image16.mha patch_mask8\label21\image16.mha
patch_mask8\origin\hist21\image17.mha patch_mask8\label21\image17.mha
patch_mask8\origin\hist21\image18.mha patch_mask8\label21\image18.mha
patch_mask8\origin\hist21\image19.mha patch_mask8\label21\image19.mha
