patch_mask8\origin\hist26\image1.mha patch_mask8\label26\image1.mha
patch_mask8\origin\hist34\image12.mha patch_mask8\label34\image12.mha
patch_mask8\origin\hist34\image13.mha patch_mask8\label34\image13.mha
patch_mask8\origin\hist34\image14.mha patch_mask8\label34\image14.mha
patch_mask8\origin\hist34\image15.mha patch_mask8\label34\image15.mha
patch_mask8\origin\hist34\image16.mha patch_mask8\label34\image16.mha
patch_mask8\origin\hist34\image17.mha patch_mask8\label34\image17.mha
patch_mask8\origin\hist34\image18.mha patch_mask8\label34\image18.mha
patch_mask8\origin\hist34\image19.mha patch_mask8\label34\image19.mha
patch_mask8\origin\hist34\image20.mha patch_mask8\label34\image20.mha
patch_mask8\origin\hist34\image21.mha patch_mask8\label34\image21.mha
patch_mask8\origin\hist34\image22.mha patch_mask8\label34\image22.mha
patch_mask8\origin\hist34\image23.mha patch_mask8\label34\image23.mha
patch_mask8\origin\hist34\image24.mha patch_mask8\label34\image24.mha
patch_mask8\origin\hist34\image25.mha patch_mask8\label34\image25.mha
patch_mask8\origin\hist34\image26.mha patch_mask8\label34\image26.mha
patch_mask8\origin\hist34\image27.mha patch_mask8\label34\image27.mha
patch_mask8\origin\hist34\image28.mha patch_mask8\label34\image28.mha
patch_mask8\origin\hist34\image29.mha patch_mask8\label34\image29.mha
patch_mask8\origin\hist34\image30.mha patch_mask8\label34\image30.mha
patch_mask8\origin\hist34\image31.mha patch_mask8\label34\image31.mha
patch_mask8\origin\hist34\image32.mha patch_mask8\label34\image32.mha
patch_mask8\origin\hist34\image33.mha patch_mask8\label34\image33.mha
patch_mask8\origin\hist34\image34.mha patch_mask8\label34\image34.mha
patch_mask8\origin\hist34\image35.mha patch_mask8\label34\image35.mha
patch_mask8\origin\hist34\image36.mha patch_mask8\label34\image36.mha
patch_mask8\origin\hist34\image37.mha patch_mask8\label34\image37.mha
patch_mask8\origin\hist34\image38.mha patch_mask8\label34\image38.mha
patch_mask8\origin\hist34\image39.mha patch_mask8\label34\image39.mha
patch_mask8\origin\hist34\image40.mha patch_mask8\label34\image40.mha
patch_mask8\origin\hist34\image41.mha patch_mask8\label34\image41.mha
patch_mask8\origin\hist34\image42.mha patch_mask8\label34\image42.mha
patch_mask8\origin\hist34\image43.mha patch_mask8\label34\image43.mha
patch_mask8\origin\hist34\image44.mha patch_mask8\label34\image44.mha
patch_mask8\origin\hist34\image45.mha patch_mask8\label34\image45.mha
patch_mask8\origin\hist34\image46.mha patch_mask8\label34\image46.mha
patch_mask8\origin\hist34\image47.mha patch_mask8\label34\image47.mha
patch_mask8\origin\hist34\image48.mha patch_mask8\label34\image48.mha
patch_mask8\origin\hist34\image49.mha patch_mask8\label34\image49.mha
patch_mask8\origin\hist34\image50.mha patch_mask8\label34\image50.mha
patch_mask8\origin\hist34\image51.mha patch_mask8\label34\image51.mha
patch_mask8\origin\hist34\image52.mha patch_mask8\label34\image52.mha
patch_mask8\origin\hist34\image53.mha patch_mask8\label34\image53.mha
patch_mask8\origin\hist34\image54.mha patch_mask8\label34\image54.mha
patch_mask8\origin\hist34\image55.mha patch_mask8\label34\image55.mha
patch_mask8\origin\hist34\image56.mha patch_mask8\label34\image56.mha
patch_mask8\origin\hist34\image57.mha patch_mask8\label34\image57.mha
patch_mask8\origin\hist34\image58.mha patch_mask8\label34\image58.mha
patch_mask8\origin\hist34\image59.mha patch_mask8\label34\image59.mha
patch_mask8\origin\hist34\image60.mha patch_mask8\label34\image60.mha
patch_mask8\origin\hist34\image61.mha patch_mask8\label34\image61.mha
patch_mask8\origin\hist34\image62.mha patch_mask8\label34\image62.mha
patch_mask8\origin\hist34\image63.mha patch_mask8\label34\image63.mha
patch_mask8\origin\hist34\image64.mha patch_mask8\label34\image64.mha
patch_mask8\origin\hist34\image65.mha patch_mask8\label34\image65.mha
patch_mask8\origin\hist34\image66.mha patch_mask8\label34\image66.mha
patch_mask8\origin\hist34\image67.mha patch_mask8\label34\image67.mha
patch_mask8\origin\hist34\image68.mha patch_mask8\label34\image68.mha
patch_mask8\origin\hist34\image69.mha patch_mask8\label34\image69.mha
patch_mask8\origin\hist34\image70.mha patch_mask8\label34\image70.mha
patch_mask8\origin\hist34\image71.mha patch_mask8\label34\image71.mha
patch_mask8\origin\hist34\image72.mha patch_mask8\label34\image72.mha
patch_mask8\origin\hist34\image73.mha patch_mask8\label34\image73.mha
patch_mask8\origin\hist34\image74.mha patch_mask8\label34\image74.mha
patch_mask8\origin\hist34\image75.mha patch_mask8\label34\image75.mha
patch_mask8\origin\hist34\image76.mha patch_mask8\label34\image76.mha
patch_mask8\origin\hist34\image77.mha patch_mask8\label34\image77.mha
patch_mask8\origin\hist34\image78.mha patch_mask8\label34\image78.mha
patch_mask8\origin\hist34\image79.mha patch_mask8\label34\image79.mha
patch_mask8\origin\hist34\image80.mha patch_mask8\label34\image80.mha
patch_mask8\origin\hist34\image81.mha patch_mask8\label34\image81.mha
patch_mask8\origin\hist34\image82.mha patch_mask8\label34\image82.mha
patch_mask8\origin\hist34\image83.mha patch_mask8\label34\image83.mha
patch_mask8\origin\hist34\image84.mha patch_mask8\label34\image84.mha
patch_mask8\origin\hist34\image85.mha patch_mask8\label34\image85.mha
patch_mask8\origin\hist34\image86.mha patch_mask8\label34\image86.mha
patch_mask8\origin\hist34\image87.mha patch_mask8\label34\image87.mha
patch_mask8\origin\hist34\image88.mha patch_mask8\label34\image88.mha
patch_mask8\origin\hist34\image89.mha patch_mask8\label34\image89.mha
patch_mask8\origin\hist34\image90.mha patch_mask8\label34\image90.mha
patch_mask8\origin\hist34\image91.mha patch_mask8\label34\image91.mha
patch_mask8\origin\hist34\image92.mha patch_mask8\label34\image92.mha
patch_mask8\origin\hist34\image93.mha patch_mask8\label34\image93.mha
patch_mask8\origin\hist34\image94.mha patch_mask8\label34\image94.mha
patch_mask8\origin\hist34\image95.mha patch_mask8\label34\image95.mha
patch_mask8\origin\hist34\image96.mha patch_mask8\label34\image96.mha
patch_mask8\origin\hist34\image97.mha patch_mask8\label34\image97.mha
patch_mask8\origin\hist34\image98.mha patch_mask8\label34\image98.mha
patch_mask8\origin\hist34\image99.mha patch_mask8\label34\image99.mha
patch_mask8\origin\hist34\image100.mha patch_mask8\label34\image100.mha
patch_mask8\origin\hist34\image101.mha patch_mask8\label34\image101.mha
patch_mask8\origin\hist34\image102.mha patch_mask8\label34\image102.mha
patch_mask8\origin\hist34\image103.mha patch_mask8\label34\image103.mha
patch_mask8\origin\hist34\image104.mha patch_mask8\label34\image104.mha
patch_mask8\origin\hist34\image105.mha patch_mask8\label34\image105.mha
patch_mask8\origin\hist34\image106.mha patch_mask8\label34\image106.mha
patch_mask8\origin\hist34\image107.mha patch_mask8\label34\image107.mha
patch_mask8\origin\hist34\image108.mha patch_mask8\label34\image108.mha
patch_mask8\origin\hist34\image109.mha patch_mask8\label34\image109.mha
patch_mask8\origin\hist34\image110.mha patch_mask8\label34\image110.mha
patch_mask8\origin\hist34\image111.mha patch_mask8\label34\image111.mha
patch_mask8\origin\hist34\image112.mha patch_mask8\label34\image112.mha
patch_mask8\origin\hist34\image113.mha patch_mask8\label34\image113.mha
patch_mask8\origin\hist34\image114.mha patch_mask8\label34\image114.mha
patch_mask8\origin\hist34\image115.mha patch_mask8\label34\image115.mha
patch_mask8\origin\hist34\image116.mha patch_mask8\label34\image116.mha
patch_mask8\origin\hist34\image117.mha patch_mask8\label34\image117.mha
patch_mask8\origin\hist34\image118.mha patch_mask8\label34\image118.mha
patch_mask8\origin\hist34\image119.mha patch_mask8\label34\image119.mha
patch_mask8\origin\hist34\image120.mha patch_mask8\label34\image120.mha
patch_mask8\origin\hist34\image121.mha patch_mask8\label34\image121.mha
patch_mask8\origin\hist34\image122.mha patch_mask8\label34\image122.mha
patch_mask8\origin\hist34\image123.mha patch_mask8\label34\image123.mha
patch_mask8\origin\hist34\image124.mha patch_mask8\label34\image124.mha
patch_mask8\origin\hist34\image125.mha patch_mask8\label34\image125.mha
patch_mask8\origin\hist34\image126.mha patch_mask8\label34\image126.mha
patch_mask8\origin\hist34\image127.mha patch_mask8\label34\image127.mha
patch_mask8\origin\hist35\image1.mha patch_mask8\label35\image1.mha
patch_mask8\origin\hist35\image2.mha patch_mask8\label35\image2.mha
patch_mask8\origin\hist35\image3.mha patch_mask8\label35\image3.mha
patch_mask8\origin\hist35\image4.mha patch_mask8\label35\image4.mha
patch_mask8\origin\hist35\image5.mha patch_mask8\label35\image5.mha
patch_mask8\origin\hist35\image6.mha patch_mask8\label35\image6.mha
patch_mask8\origin\hist35\image7.mha patch_mask8\label35\image7.mha
patch_mask8\origin\hist35\image8.mha patch_mask8\label35\image8.mha
patch_mask8\origin\hist35\image9.mha patch_mask8\label35\image9.mha
patch_mask8\origin\hist35\image10.mha patch_mask8\label35\image10.mha
patch_mask8\origin\hist35\image11.mha patch_mask8\label35\image11.mha
patch_mask8\origin\hist35\image12.mha patch_mask8\label35\image12.mha
patch_mask8\origin\hist35\image13.mha patch_mask8\label35\image13.mha
patch_mask8\origin\hist35\image14.mha patch_mask8\label35\image14.mha
patch_mask8\origin\hist35\image15.mha patch_mask8\label35\image15.mha
patch_mask8\origin\hist35\image16.mha patch_mask8\label35\image16.mha
patch_mask8\origin\hist35\image17.mha patch_mask8\label35\image17.mha
patch_mask8\origin\hist35\image18.mha patch_mask8\label35\image18.mha
patch_mask8\origin\hist35\image19.mha patch_mask8\label35\image19.mha
patch_mask8\origin\hist35\image20.mha patch_mask8\label35\image20.mha
patch_mask8\origin\hist35\image21.mha patch_mask8\label35\image21.mha
patch_mask8\origin\hist35\image22.mha patch_mask8\label35\image22.mha
patch_mask8\origin\hist35\image23.mha patch_mask8\label35\image23.mha
patch_mask8\origin\hist35\image24.mha patch_mask8\label35\image24.mha
patch_mask8\origin\hist35\image25.mha patch_mask8\label35\image25.mha
patch_mask8\origin\hist35\image26.mha patch_mask8\label35\image26.mha
patch_mask8\origin\hist35\image27.mha patch_mask8\label35\image27.mha
patch_mask8\origin\hist35\image28.mha patch_mask8\label35\image28.mha
patch_mask8\origin\hist35\image29.mha patch_mask8\label35\image29.mha
patch_mask8\origin\hist35\image30.mha patch_mask8\label35\image30.mha
patch_mask8\origin\hist35\image31.mha patch_mask8\label35\image31.mha
patch_mask8\origin\hist35\image32.mha patch_mask8\label35\image32.mha
patch_mask8\origin\hist35\image33.mha patch_mask8\label35\image33.mha
patch_mask8\origin\hist35\image34.mha patch_mask8\label35\image34.mha
patch_mask8\origin\hist35\image35.mha patch_mask8\label35\image35.mha
patch_mask8\origin\hist35\image36.mha patch_mask8\label35\image36.mha
patch_mask8\origin\hist35\image37.mha patch_mask8\label35\image37.mha
patch_mask8\origin\hist35\image38.mha patch_mask8\label35\image38.mha
patch_mask8\origin\hist35\image39.mha patch_mask8\label35\image39.mha
patch_mask8\origin\hist35\image40.mha patch_mask8\label35\image40.mha
patch_mask8\origin\hist35\image41.mha patch_mask8\label35\image41.mha
patch_mask8\origin\hist35\image42.mha patch_mask8\label35\image42.mha
patch_mask8\origin\hist35\image43.mha patch_mask8\label35\image43.mha
patch_mask8\origin\hist35\image44.mha patch_mask8\label35\image44.mha
patch_mask8\origin\hist35\image45.mha patch_mask8\label35\image45.mha
patch_mask8\origin\hist35\image46.mha patch_mask8\label35\image46.mha
patch_mask8\origin\hist35\image47.mha patch_mask8\label35\image47.mha
patch_mask8\origin\hist35\image48.mha patch_mask8\label35\image48.mha
patch_mask8\origin\hist35\image49.mha patch_mask8\label35\image49.mha
patch_mask8\origin\hist35\image50.mha patch_mask8\label35\image50.mha
patch_mask8\origin\hist35\image51.mha patch_mask8\label35\image51.mha
patch_mask8\origin\hist35\image52.mha patch_mask8\label35\image52.mha
patch_mask8\origin\hist35\image53.mha patch_mask8\label35\image53.mha
patch_mask8\origin\hist35\image54.mha patch_mask8\label35\image54.mha
patch_mask8\origin\hist35\image55.mha patch_mask8\label35\image55.mha
patch_mask8\origin\hist35\image56.mha patch_mask8\label35\image56.mha
patch_mask8\origin\hist35\image57.mha patch_mask8\label35\image57.mha
patch_mask8\origin\hist35\image58.mha patch_mask8\label35\image58.mha
patch_mask8\origin\hist35\image59.mha patch_mask8\label35\image59.mha
patch_mask8\origin\hist35\image60.mha patch_mask8\label35\image60.mha
patch_mask8\origin\hist35\image61.mha patch_mask8\label35\image61.mha
patch_mask8\origin\hist35\image62.mha patch_mask8\label35\image62.mha
patch_mask8\origin\hist35\image63.mha patch_mask8\label35\image63.mha
patch_mask8\origin\hist35\image64.mha patch_mask8\label35\image64.mha
patch_mask8\origin\hist35\image65.mha patch_mask8\label35\image65.mha
patch_mask8\origin\hist35\image66.mha patch_mask8\label35\image66.mha
patch_mask8\origin\hist35\image67.mha patch_mask8\label35\image67.mha
patch_mask8\origin\hist35\image68.mha patch_mask8\label35\image68.mha
patch_mask8\origin\hist36\image1.mha patch_mask8\label36\image1.mha
patch_mask8\origin\hist36\image2.mha patch_mask8\label36\image2.mha
patch_mask8\origin\hist36\image3.mha patch_mask8\label36\image3.mha
patch_mask8\origin\hist36\image4.mha patch_mask8\label36\image4.mha
patch_mask8\origin\hist36\image5.mha patch_mask8\label36\image5.mha
patch_mask8\origin\hist36\image6.mha patch_mask8\label36\image6.mha
patch_mask8\origin\hist36\image7.mha patch_mask8\label36\image7.mha
patch_mask8\origin\hist36\image8.mha patch_mask8\label36\image8.mha
patch_mask8\origin\hist36\image9.mha patch_mask8\label36\image9.mha
patch_mask8\origin\hist36\image10.mha patch_mask8\label36\image10.mha
patch_mask8\origin\hist36\image11.mha patch_mask8\label36\image11.mha
patch_mask8\origin\hist36\image12.mha patch_mask8\label36\image12.mha
patch_mask8\origin\hist36\image13.mha patch_mask8\label36\image13.mha
patch_mask8\origin\hist36\image14.mha patch_mask8\label36\image14.mha
patch_mask8\origin\hist36\image15.mha patch_mask8\label36\image15.mha
patch_mask8\origin\hist36\image16.mha patch_mask8\label36\image16.mha
patch_mask8\origin\hist36\image17.mha patch_mask8\label36\image17.mha
patch_mask8\origin\hist36\image18.mha patch_mask8\label36\image18.mha
patch_mask8\origin\hist36\image19.mha patch_mask8\label36\image19.mha
patch_mask8\origin\hist36\image20.mha patch_mask8\label36\image20.mha
patch_mask8\origin\hist36\image21.mha patch_mask8\label36\image21.mha
patch_mask8\origin\hist36\image22.mha patch_mask8\label36\image22.mha
patch_mask8\origin\hist36\image23.mha patch_mask8\label36\image23.mha
patch_mask8\origin\hist36\image24.mha patch_mask8\label36\image24.mha
patch_mask8\origin\hist36\image25.mha patch_mask8\label36\image25.mha
patch_mask8\origin\hist36\image26.mha patch_mask8\label36\image26.mha
patch_mask8\origin\hist36\image27.mha patch_mask8\label36\image27.mha
patch_mask8\origin\hist36\image28.mha patch_mask8\label36\image28.mha
patch_mask8\origin\hist36\image29.mha patch_mask8\label36\image29.mha
patch_mask8\origin\hist36\image30.mha patch_mask8\label36\image30.mha
patch_mask8\origin\hist36\image31.mha patch_mask8\label36\image31.mha
patch_mask8\origin\hist36\image32.mha patch_mask8\label36\image32.mha
patch_mask8\origin\hist36\image33.mha patch_mask8\label36\image33.mha
patch_mask8\origin\hist36\image34.mha patch_mask8\label36\image34.mha
patch_mask8\origin\hist36\image35.mha patch_mask8\label36\image35.mha
patch_mask8\origin\hist36\image36.mha patch_mask8\label36\image36.mha
patch_mask8\origin\hist36\image37.mha patch_mask8\label36\image37.mha
patch_mask8\origin\hist36\image38.mha patch_mask8\label36\image38.mha
patch_mask8\origin\hist36\image39.mha patch_mask8\label36\image39.mha
patch_mask8\origin\hist36\image40.mha patch_mask8\label36\image40.mha
patch_mask8\origin\hist36\image41.mha patch_mask8\label36\image41.mha
patch_mask8\origin\hist36\image42.mha patch_mask8\label36\image42.mha
patch_mask8\origin\hist36\image43.mha patch_mask8\label36\image43.mha
patch_mask8\origin\hist36\image44.mha patch_mask8\label36\image44.mha
patch_mask8\origin\hist36\image45.mha patch_mask8\label36\image45.mha
patch_mask8\origin\hist36\image46.mha patch_mask8\label36\image46.mha
patch_mask8\origin\hist36\image47.mha patch_mask8\label36\image47.mha
patch_mask8\origin\hist36\image48.mha patch_mask8\label36\image48.mha
patch_mask8\origin\hist36\image49.mha patch_mask8\label36\image49.mha
patch_mask8\origin\hist36\image50.mha patch_mask8\label36\image50.mha
patch_mask8\origin\hist36\image51.mha patch_mask8\label36\image51.mha
patch_mask8\origin\hist36\image52.mha patch_mask8\label36\image52.mha
patch_mask8\origin\hist36\image53.mha patch_mask8\label36\image53.mha
patch_mask8\origin\hist36\image54.mha patch_mask8\label36\image54.mha
patch_mask8\origin\hist36\image55.mha patch_mask8\label36\image55.mha
patch_mask8\origin\hist36\image56.mha patch_mask8\label36\image56.mha
patch_mask8\origin\hist36\image57.mha patch_mask8\label36\image57.mha
patch_mask8\origin\hist36\image58.mha patch_mask8\label36\image58.mha
patch_mask8\origin\hist36\image59.mha patch_mask8\label36\image59.mha
patch_mask8\origin\hist36\image60.mha patch_mask8\label36\image60.mha
patch_mask8\origin\hist36\image61.mha patch_mask8\label36\image61.mha
patch_mask8\origin\hist36\image62.mha patch_mask8\label36\image62.mha
patch_mask8\origin\hist36\image63.mha patch_mask8\label36\image63.mha
patch_mask8\origin\hist36\image64.mha patch_mask8\label36\image64.mha
patch_mask8\origin\hist36\image65.mha patch_mask8\label36\image65.mha
patch_mask8\origin\hist36\image66.mha patch_mask8\label36\image66.mha
patch_mask8\origin\hist36\image67.mha patch_mask8\label36\image67.mha
patch_mask8\origin\hist36\image68.mha patch_mask8\label36\image68.mha
patch_mask8\origin\hist36\image69.mha patch_mask8\label36\image69.mha
patch_mask8\origin\hist36\image70.mha patch_mask8\label36\image70.mha
patch_mask8\origin\hist36\image71.mha patch_mask8\label36\image71.mha
patch_mask8\origin\hist36\image72.mha patch_mask8\label36\image72.mha
patch_mask8\origin\hist36\image73.mha patch_mask8\label36\image73.mha
patch_mask8\origin\hist36\image74.mha patch_mask8\label36\image74.mha
patch_mask8\origin\hist36\image75.mha patch_mask8\label36\image75.mha
patch_mask8\origin\hist36\image76.mha patch_mask8\label36\image76.mha
patch_mask8\origin\hist36\image77.mha patch_mask8\label36\image77.mha
patch_mask8\origin\hist36\image78.mha patch_mask8\label36\image78.mha
patch_mask8\origin\hist36\image79.mha patch_mask8\label36\image79.mha
patch_mask8\origin\hist36\image80.mha patch_mask8\label36\image80.mha
patch_mask8\origin\hist36\image81.mha patch_mask8\label36\image81.mha
patch_mask8\origin\hist36\image82.mha patch_mask8\label36\image82.mha
patch_mask8\origin\hist36\image83.mha patch_mask8\label36\image83.mha
patch_mask8\origin\hist36\image84.mha patch_mask8\label36\image84.mha
patch_mask8\origin\hist36\image85.mha patch_mask8\label36\image85.mha
patch_mask8\origin\hist36\image86.mha patch_mask8\label36\image86.mha
patch_mask8\origin\hist36\image87.mha patch_mask8\label36\image87.mha
patch_mask8\origin\hist36\image88.mha patch_mask8\label36\image88.mha
patch_mask8\origin\hist36\image89.mha patch_mask8\label36\image89.mha
patch_mask8\origin\hist36\image90.mha patch_mask8\label36\image90.mha
patch_mask8\origin\hist36\image91.mha patch_mask8\label36\image91.mha
patch_mask8\origin\hist36\image92.mha patch_mask8\label36\image92.mha
patch_mask8\origin\hist36\image93.mha patch_mask8\label36\image93.mha
patch_mask8\origin\hist36\image94.mha patch_mask8\label36\image94.mha
patch_mask8\origin\hist36\image95.mha patch_mask8\label36\image95.mha
patch_mask8\origin\hist36\image96.mha patch_mask8\label36\image96.mha
patch_mask8\origin\hist36\image97.mha patch_mask8\label36\image97.mha
patch_mask8\origin\hist36\image98.mha patch_mask8\label36\image98.mha
patch_mask8\origin\hist36\image99.mha patch_mask8\label36\image99.mha
patch_mask8\origin\hist36\image100.mha patch_mask8\label36\image100.mha
patch_mask8\origin\hist36\image101.mha patch_mask8\label36\image101.mha
patch_mask8\origin\hist36\image102.mha patch_mask8\label36\image102.mha
patch_mask8\origin\hist36\image103.mha patch_mask8\label36\image103.mha
patch_mask8\origin\hist36\image104.mha patch_mask8\label36\image104.mha
patch_mask8\origin\hist36\image105.mha patch_mask8\label36\image105.mha
patch_mask8\origin\hist36\image106.mha patch_mask8\label36\image106.mha
patch_mask8\origin\hist36\image107.mha patch_mask8\label36\image107.mha
patch_mask8\origin\hist36\image108.mha patch_mask8\label36\image108.mha
patch_mask8\origin\hist36\image109.mha patch_mask8\label36\image109.mha
patch_mask8\origin\hist36\image110.mha patch_mask8\label36\image110.mha
patch_mask8\origin\hist36\image111.mha patch_mask8\label36\image111.mha
patch_mask8\origin\hist36\image112.mha patch_mask8\label36\image112.mha
patch_mask8\origin\hist36\image113.mha patch_mask8\label36\image113.mha
patch_mask8\origin\hist36\image114.mha patch_mask8\label36\image114.mha
patch_mask8\origin\hist36\image115.mha patch_mask8\label36\image115.mha
patch_mask8\origin\hist36\image116.mha patch_mask8\label36\image116.mha
patch_mask8\origin\hist36\image117.mha patch_mask8\label36\image117.mha
patch_mask8\origin\hist36\image118.mha patch_mask8\label36\image118.mha
patch_mask8\origin\hist36\image119.mha patch_mask8\label36\image119.mha
patch_mask8\origin\hist36\image120.mha patch_mask8\label36\image120.mha
patch_mask8\origin\hist36\image121.mha patch_mask8\label36\image121.mha
patch_mask8\origin\hist36\image122.mha patch_mask8\label36\image122.mha
patch_mask8\origin\hist36\image123.mha patch_mask8\label36\image123.mha
patch_mask8\origin\hist36\image124.mha patch_mask8\label36\image124.mha
patch_mask8\origin\hist36\image125.mha patch_mask8\label36\image125.mha
patch_mask8\origin\hist36\image126.mha patch_mask8\label36\image126.mha
patch_mask8\origin\hist36\image127.mha patch_mask8\label36\image127.mha
patch_mask8\origin\hist36\image128.mha patch_mask8\label36\image128.mha
patch_mask8\origin\hist36\image129.mha patch_mask8\label36\image129.mha
patch_mask8\origin\hist36\image130.mha patch_mask8\label36\image130.mha
patch_mask8\origin\hist36\image131.mha patch_mask8\label36\image131.mha
patch_mask8\origin\hist36\image132.mha patch_mask8\label36\image132.mha
patch_mask8\origin\hist36\image133.mha patch_mask8\label36\image133.mha
patch_mask8\origin\hist36\image134.mha patch_mask8\label36\image134.mha
patch_mask8\origin\hist36\image135.mha patch_mask8\label36\image135.mha
patch_mask8\origin\hist36\image136.mha patch_mask8\label36\image136.mha
patch_mask8\origin\hist36\image137.mha patch_mask8\label36\image137.mha
patch_mask8\origin\hist36\image138.mha patch_mask8\label36\image138.mha
patch_mask8\origin\hist36\image139.mha patch_mask8\label36\image139.mha
patch_mask8\origin\hist36\image140.mha patch_mask8\label36\image140.mha
patch_mask8\origin\hist36\image141.mha patch_mask8\label36\image141.mha
patch_mask8\origin\hist36\image142.mha patch_mask8\label36\image142.mha
patch_mask8\origin\hist36\image143.mha patch_mask8\label36\image143.mha
patch_mask8\origin\hist36\image144.mha patch_mask8\label36\image144.mha
patch_mask8\origin\hist36\image145.mha patch_mask8\label36\image145.mha
patch_mask8\origin\hist36\image146.mha patch_mask8\label36\image146.mha
patch_mask8\origin\hist36\image147.mha patch_mask8\label36\image147.mha
patch_mask8\origin\hist36\image148.mha patch_mask8\label36\image148.mha
patch_mask8\origin\hist36\image149.mha patch_mask8\label36\image149.mha
patch_mask8\origin\hist36\image150.mha patch_mask8\label36\image150.mha
patch_mask8\origin\hist36\image151.mha patch_mask8\label36\image151.mha
patch_mask8\origin\hist36\image152.mha patch_mask8\label36\image152.mha
patch_mask8\origin\hist36\image153.mha patch_mask8\label36\image153.mha
patch_mask8\origin\hist36\image154.mha patch_mask8\label36\image154.mha
patch_mask8\origin\hist36\image155.mha patch_mask8\label36\image155.mha
patch_mask8\origin\hist36\image156.mha patch_mask8\label36\image156.mha
patch_mask8\origin\hist36\image157.mha patch_mask8\label36\image157.mha
patch_mask8\origin\hist37\image1.mha patch_mask8\label37\image1.mha
patch_mask8\origin\hist37\image2.mha patch_mask8\label37\image2.mha
patch_mask8\origin\hist37\image3.mha patch_mask8\label37\image3.mha
patch_mask8\origin\hist37\image4.mha patch_mask8\label37\image4.mha
patch_mask8\origin\hist37\image5.mha patch_mask8\label37\image5.mha
patch_mask8\origin\hist37\image6.mha patch_mask8\label37\image6.mha
patch_mask8\origin\hist37\image7.mha patch_mask8\label37\image7.mha
patch_mask8\origin\hist37\image8.mha patch_mask8\label37\image8.mha
patch_mask8\origin\hist37\image9.mha patch_mask8\label37\image9.mha
patch_mask8\origin\hist37\image10.mha patch_mask8\label37\image10.mha
patch_mask8\origin\hist37\image11.mha patch_mask8\label37\image11.mha
patch_mask8\origin\hist37\image12.mha patch_mask8\label37\image12.mha
patch_mask8\origin\hist37\image13.mha patch_mask8\label37\image13.mha
patch_mask8\origin\hist37\image14.mha patch_mask8\label37\image14.mha
patch_mask8\origin\hist37\image15.mha patch_mask8\label37\image15.mha
patch_mask8\origin\hist37\image16.mha patch_mask8\label37\image16.mha
patch_mask8\origin\hist37\image17.mha patch_mask8\label37\image17.mha
patch_mask8\origin\hist37\image18.mha patch_mask8\label37\image18.mha
patch_mask8\origin\hist37\image19.mha patch_mask8\label37\image19.mha
patch_mask8\origin\hist37\image20.mha patch_mask8\label37\image20.mha
patch_mask8\origin\hist37\image21.mha patch_mask8\label37\image21.mha
patch_mask8\origin\hist37\image22.mha patch_mask8\label37\image22.mha
patch_mask8\origin\hist37\image23.mha patch_mask8\label37\image23.mha
patch_mask8\origin\hist37\image24.mha patch_mask8\label37\image24.mha
patch_mask8\origin\hist37\image25.mha patch_mask8\label37\image25.mha
patch_mask8\origin\hist37\image26.mha patch_mask8\label37\image26.mha
patch_mask8\origin\hist37\image27.mha patch_mask8\label37\image27.mha
patch_mask8\origin\hist37\image28.mha patch_mask8\label37\image28.mha
patch_mask8\origin\hist37\image29.mha patch_mask8\label37\image29.mha
patch_mask8\origin\hist37\image30.mha patch_mask8\label37\image30.mha
patch_mask8\origin\hist37\image31.mha patch_mask8\label37\image31.mha
patch_mask8\origin\hist37\image32.mha patch_mask8\label37\image32.mha
patch_mask8\origin\hist37\image33.mha patch_mask8\label37\image33.mha
patch_mask8\origin\hist37\image34.mha patch_mask8\label37\image34.mha
patch_mask8\origin\hist37\image35.mha patch_mask8\label37\image35.mha
patch_mask8\origin\hist37\image36.mha patch_mask8\label37\image36.mha
patch_mask8\origin\hist37\image37.mha patch_mask8\label37\image37.mha
patch_mask8\origin\hist37\image38.mha patch_mask8\label37\image38.mha
patch_mask8\origin\hist37\image39.mha patch_mask8\label37\image39.mha
patch_mask8\origin\hist37\image40.mha patch_mask8\label37\image40.mha
patch_mask8\origin\hist37\image41.mha patch_mask8\label37\image41.mha
patch_mask8\origin\hist37\image42.mha patch_mask8\label37\image42.mha
patch_mask8\origin\hist37\image43.mha patch_mask8\label37\image43.mha
patch_mask8\origin\hist37\image44.mha patch_mask8\label37\image44.mha
patch_mask8\origin\hist37\image45.mha patch_mask8\label37\image45.mha
patch_mask8\origin\hist37\image46.mha patch_mask8\label37\image46.mha
patch_mask8\origin\hist37\image47.mha patch_mask8\label37\image47.mha
patch_mask8\origin\hist37\image48.mha patch_mask8\label37\image48.mha
patch_mask8\origin\hist37\image49.mha patch_mask8\label37\image49.mha
patch_mask8\origin\hist37\image50.mha patch_mask8\label37\image50.mha
patch_mask8\origin\hist37\image51.mha patch_mask8\label37\image51.mha
patch_mask8\origin\hist37\image52.mha patch_mask8\label37\image52.mha
patch_mask8\origin\hist37\image53.mha patch_mask8\label37\image53.mha
patch_mask8\origin\hist37\image54.mha patch_mask8\label37\image54.mha
patch_mask8\origin\hist37\image55.mha patch_mask8\label37\image55.mha
patch_mask8\origin\hist37\image56.mha patch_mask8\label37\image56.mha
patch_mask8\origin\hist37\image57.mha patch_mask8\label37\image57.mha
patch_mask8\origin\hist37\image58.mha patch_mask8\label37\image58.mha
